transaction_id,account_id,date,type,amount,channel
TX00903,AC0145,2024-10-15,transfer,120031.36,Branch
TX00904,AC0246,2024-01-04,deposit,678.0,Mobile App
TX00905,AC0496,2024-10-14,transfer,59648.66,Branch
TX00906,AC0279,2024-12-06,transfer,74713.56,Branch
TX00907,AC0294,2024-08-17,transfer,138541.91,ATM
TX00908,AC0215,2024-04-13,transfer,133633.69,Mobile App
TX00909,AC0354,2024-01-18,withdrawal,128756.19,ATM
TX00910,AC0012,2024-07-27,withdrawal,53274.0,Online
TX00911,AC0241,2024-04-11,deposit,88535.07,Mobile App
TX00912,AC0500,2024-05-19,transfer,92660.58,Mobile App
TX00913,AC0226,2024-02-10,deposit,132468.42,Branch
TX00914,AC0071,2024-10-18,transfer,33799.65,Online
TX00915,AC0026,2024-12-21,withdrawal,89237.89,ATM
TX00916,AC0092,2024-07-07,withdrawal,16963.23,Online
TX00917,AC0237,2024-07-30,withdrawal,64271.68,Online
TX00918,AC0041,2024-06-09,withdrawal,137466.69,Branch
TX00919,AC0314,2024-07-20,withdrawal,138429.19,Mobile App
TX00920,AC0337,2024-08-10,withdrawal,45131.3,Branch
TX00921,AC0386,2024-05-14,withdrawal,111926.69,Branch
TX00922,AC0364,2024-05-11,deposit,118860.21,Branch
TX00923,AC0314,2024-03-03,transfer,85623.13,Online
TX00924,AC0386,2024-11-07,withdrawal,125150.62,Branch
TX00925,AC0142,2024-10-23,transfer,43120.79,Branch
TX00926,AC0450,2024-07-28,withdrawal,3067.84,Online
TX00927,AC0075,2024-04-24,deposit,89201.49,Mobile App
TX00928,AC0066,2024-11-05,transfer,108670.13,Online
TX00929,AC0295,2024-12-08,withdrawal,15413.96,Online
TX00930,AC0054,2024-01-05,transfer,19798.77,Online
TX00931,AC0059,2024-09-02,deposit,72100.06,Branch
TX00932,AC0461,2024-09-22,withdrawal,29311.1,Mobile App
TX00933,AC0190,2024-06-21,transfer,120152.76,Online
TX00934,AC0440,2024-03-05,deposit,37042.86,ATM
TX00935,AC0155,2024-05-22,transfer,127314.36,Mobile App
TX00936,AC0476,2024-02-02,deposit,108668.41,Online
TX00937,AC0291,2024-01-28,deposit,21644.55,Branch
TX00938,AC0055,2024-03-10,deposit,31004.0,Mobile App
TX00939,AC0171,2024-07-20,withdrawal,79550.37,Mobile App
TX00940,AC0098,2024-06-18,withdrawal,94386.66,Mobile App
TX00941,AC0494,2024-01-02,transfer,145642.43,ATM
TX00942,AC0473,2024-10-20,withdrawal,141685.08,Branch
TX00943,AC0362,2024-07-03,withdrawal,28778.31,Branch
TX00944,AC0204,2024-07-17,withdrawal,13153.99,Online
TX00945,AC0479,2024-10-04,withdrawal,7684.66,Online
TX00946,AC0152,2024-04-03,withdrawal,124407.63,Online
TX00947,AC0478,2024-12-09,deposit,5506.08,Online
TX00948,AC0100,2024-06-07,transfer,44266.89,Branch
TX00949,AC0209,2024-04-16,deposit,3298.13,Online
TX00950,AC0340,2024-08-18,transfer,75912.99,Mobile App
TX00951,AC0401,2024-10-03,deposit,5384.1,Branch
TX00952,AC0364,2024-12-28,deposit,85577.59,Branch
TX00953,AC0196,2024-10-25,deposit,23372.1,ATM
TX00954,AC0332,2024-12-05,transfer,66004.05,Branch
TX00955,AC0033,2024-08-26,withdrawal,28654.39,ATM
TX00956,AC0155,2024-04-16,withdrawal,9237.58,Online
TX00957,AC0275,2024-07-06,deposit,24923.74,Branch
TX00958,AC0217,2024-07-19,withdrawal,27585.52,Branch
TX00959,AC0374,2024-03-22,withdrawal,30555.76,Online
TX00960,AC0320,2024-04-29,deposit,20875.68,Online
TX00961,AC0170,2024-07-24,deposit,32721.17,ATM
TX00962,AC0118,2024-01-12,withdrawal,29991.65,Mobile App
TX00963,AC0240,2024-08-13,deposit,110242.45,ATM
TX00964,AC0344,2024-08-07,transfer,55097.42,ATM
TX00965,AC0225,2024-08-06,deposit,116497.91,Branch
TX00966,AC0385,2024-06-10,withdrawal,134847.43,ATM
TX00967,AC0089,2024-05-22,withdrawal,31986.1,ATM
TX00968,AC0483,2024-03-29,withdrawal,110340.06,Branch
TX00969,AC0418,2024-09-06,deposit,35630.68,Online
TX00970,AC0139,2024-03-08,deposit,19494.84,Branch
TX00971,AC0235,2024-02-04,deposit,14084.61,Online
TX00972,AC0491,2024-03-24,deposit,44254.77,Branch
TX00973,AC0030,2024-08-12,transfer,137485.63,Branch
TX00974,AC0339,2024-10-06,transfer,109582.27,ATM
TX00975,AC0426,2024-08-31,transfer,48506.68,Branch
TX00976,AC0212,2024-02-24,deposit,138886.07,ATM
TX00977,AC0198,2024-07-03,withdrawal,80755.03,Mobile App
TX00978,AC0079,2024-12-12,transfer,94523.88,Branch
TX00979,AC0259,2024-02-02,deposit,23755.0,ATM
TX00980,AC0411,2024-10-26,withdrawal,58098.97,Branch
TX00981,AC0365,2024-05-10,deposit,142099.57,Mobile App
TX00982,AC0128,2024-11-17,withdrawal,67979.74,ATM
TX00983,AC0407,2024-04-05,deposit,19933.61,ATM
TX00984,AC0025,2024-03-02,transfer,144918.53,ATM
TX00985,AC0121,2024-12-22,withdrawal,147386.77,Mobile App
TX00986,AC0414,2024-11-10,deposit,100606.64,ATM
TX00987,AC0233,2024-01-26,transfer,44056.53,ATM
TX00988,AC0409,2024-11-18,withdrawal,89940.5,Branch
TX00989,AC0054,2024-10-27,withdrawal,104319.52,Online
TX00990,AC0307,2024-06-11,deposit,74351.77,Online
TX00991,AC0090,2024-03-13,transfer,141829.29,Branch
TX00992,AC0128,2024-04-22,transfer,27677.29,ATM
TX00993,AC0185,2024-05-28,deposit,22079.12,Mobile App
TX00994,AC0091,2024-07-11,withdrawal,102922.33,Branch
TX00995,AC0303,2024-11-26,transfer,127574.61,Online
TX00996,AC0466,2024-04-09,deposit,104007.23,Online
TX00997,AC0104,2024-05-28,withdrawal,45655.27,ATM
TX00998,AC0157,2024-09-14,transfer,76531.9,Branch
TX00999,AC0007,2024-05-18,transfer,3611.03,Online
TX01000,AC0006,2024-07-10,transfer,115010.31,Branch
TX01001,AC0037,2024-11-09,withdrawal,28825.24,Mobile App
TX01002,AC0255,2024-05-11,deposit,59890.51,Online
TX01003,AC0082,2024-11-02,withdrawal,62410.17,Branch
TX01004,AC0095,2024-08-19,transfer,71387.71,Online
TX01005,AC0082,2024-07-02,deposit,3121.76,ATM
TX01006,AC0454,2024-07-23,withdrawal,81639.17,Online
TX01007,AC0415,2024-11-05,deposit,4652.66,Branch
TX01008,AC0294,2024-03-21,deposit,89083.11,ATM
TX01009,AC0037,2024-06-14,transfer,33145.76,Online
TX01010,AC0303,2024-06-11,withdrawal,113738.9,Mobile App
TX01011,AC0120,2024-08-11,withdrawal,69759.22,Online
TX01012,AC0331,2024-07-28,deposit,124086.89,Branch
TX01013,AC0341,2024-04-02,deposit,65003.94,ATM
TX01014,AC0172,2024-12-05,withdrawal,93713.61,ATM
TX01015,AC0331,2024-12-08,withdrawal,15015.86,Online
TX01016,AC0371,2024-02-24,withdrawal,98377.84,ATM
TX01017,AC0023,2024-05-19,withdrawal,105803.69,Online
TX01018,AC0033,2024-11-24,deposit,26928.64,Online
TX01019,AC0049,2024-03-29,deposit,56130.92,Branch
TX01020,AC0262,2024-12-05,deposit,106828.71,Online
TX01021,AC0446,2024-08-10,transfer,80599.93,Mobile App
TX01022,AC0153,2024-01-05,deposit,114654.6,ATM
TX01023,AC0272,2024-06-16,withdrawal,83662.67,ATM
TX01024,AC0200,2024-06-07,withdrawal,112636.45,ATM
TX01025,AC0022,2024-07-17,deposit,85717.58,Mobile App
TX01026,AC0227,2024-11-22,transfer,37060.52,Branch
TX01027,AC0267,2024-06-16,transfer,95851.98,Branch
TX01028,AC0485,2024-07-23,withdrawal,116373.08,ATM
TX01029,AC0306,2024-08-10,deposit,33047.87,Online
TX01030,AC0058,2024-11-08,deposit,107371.42,Mobile App
TX01031,AC0415,2024-03-15,deposit,11728.01,Online
TX01032,AC0009,2024-06-05,deposit,7298.08,Online
TX01033,AC0314,2024-05-09,withdrawal,119477.73,ATM
TX01034,AC0145,2024-09-05,deposit,13962.12,Mobile App
TX01035,AC0079,2024-07-27,withdrawal,86517.41,ATM
TX01036,AC0334,2024-03-23,withdrawal,17078.6,ATM
TX01037,AC0030,2024-04-22,transfer,63626.13,ATM
TX01038,AC0378,2024-12-18,deposit,106081.44,ATM
TX01039,AC0003,2024-06-27,withdrawal,112325.36,Branch
TX01040,AC0100,2024-10-05,transfer,28688.53,ATM
TX01041,AC0002,2024-06-13,deposit,49332.3,Online
TX01042,AC0139,2024-05-05,withdrawal,82700.08,ATM
TX01043,AC0479,2024-06-30,deposit,138773.27,Online
TX01044,AC0338,2024-10-16,deposit,9416.37,Mobile App
TX01045,AC0274,2024-12-23,transfer,25020.11,Mobile App
TX01046,AC0388,2024-08-11,withdrawal,128740.29,Online
TX01047,AC0433,2024-10-11,withdrawal,132361.11,Mobile App
TX01048,AC0345,2024-04-14,withdrawal,122276.33,Mobile App
TX01049,AC0461,2024-02-12,withdrawal,95432.46,Mobile App
TX01050,AC0091,2024-07-22,transfer,16160.85,Mobile App
TX01051,AC0283,2024-06-05,deposit,622.66,ATM
TX01052,AC0098,2024-03-20,deposit,30568.2,Online
TX01053,AC0368,2024-11-07,deposit,15322.83,Online
TX01054,AC0179,2024-04-05,transfer,110707.38,ATM
TX01055,AC0271,2024-09-01,withdrawal,106382.94,ATM
TX01056,AC0208,2024-09-03,transfer,58153.59,ATM
TX01057,AC0217,2024-11-18,withdrawal,123915.51,Online
TX01058,AC0004,2024-11-21,deposit,128516.94,Branch
TX01059,AC0127,2024-02-08,deposit,70329.79,Mobile App
TX01060,AC0490,2024-07-28,deposit,69366.32,ATM
TX01061,AC0181,2024-10-30,transfer,87143.53,Online
TX01062,AC0278,2024-12-20,withdrawal,52816.56,Mobile App
TX01063,AC0092,2024-12-11,deposit,148606.03,Online
TX01064,AC0360,2024-07-19,transfer,55611.6,Mobile App
TX01065,AC0274,2024-07-15,deposit,91939.52,Branch
TX01066,AC0295,2024-02-18,deposit,48889.08,Online
TX01067,AC0158,2024-11-11,deposit,51842.57,Online
TX01068,AC0309,2024-05-19,transfer,94427.05,ATM
TX01069,AC0392,2024-08-15,withdrawal,133045.87,ATM
TX01070,AC0228,2024-05-17,transfer,21836.55,Mobile App
TX01071,AC0217,2024-10-29,withdrawal,9907.91,Mobile App
TX01072,AC0294,2024-11-12,transfer,72922.47,ATM
TX01073,AC0284,2024-10-31,transfer,46395.53,Mobile App
TX01074,AC0131,2024-10-13,withdrawal,102994.8,Branch
TX01075,AC0208,2024-05-21,deposit,143064.44,Online
TX01076,AC0411,2024-11-07,withdrawal,17325.41,Mobile App
TX01077,AC0125,2024-05-27,transfer,78088.64,Branch
TX01078,AC0106,2024-07-23,deposit,149587.6,Branch
TX01079,AC0398,2024-10-26,deposit,40150.55,Branch
TX01080,AC0006,2024-11-05,deposit,99600.76,Mobile App
TX01081,AC0449,2024-01-06,withdrawal,144745.46,ATM
TX01082,AC0428,2024-01-17,deposit,60071.5,Mobile App
TX01083,AC0021,2024-07-22,transfer,43836.76,ATM
TX01084,AC0010,2024-10-05,deposit,40948.66,Branch
TX01085,AC0184,2024-09-23,deposit,115640.78,ATM
TX01086,AC0285,2024-10-03,withdrawal,131302.64,ATM
TX01087,AC0169,2024-09-04,withdrawal,100180.22,Online
TX01088,AC0317,2024-10-31,transfer,39655.77,ATM
TX01089,AC0284,2024-06-26,transfer,147645.08,Online
TX01090,AC0008,2024-03-17,transfer,118351.27,ATM
TX01091,AC0025,2024-01-01,withdrawal,7365.68,Branch
TX01092,AC0369,2024-07-18,transfer,15722.47,Branch
TX01093,AC0331,2024-04-14,deposit,136718.49,Branch
TX01094,AC0199,2024-05-29,deposit,83914.74,Online
TX01095,AC0423,2024-08-12,withdrawal,65082.98,ATM
TX01096,AC0258,2024-09-02,deposit,98217.34,Mobile App
TX01097,AC0083,2024-07-31,deposit,5168.89,Online
TX01098,AC0219,2024-07-09,deposit,7617.01,Branch
TX01099,AC0471,2024-05-31,withdrawal,142479.24,Branch
TX01100,AC0068,2024-11-03,deposit,59312.5,Branch
TX01101,AC0341,2024-06-24,transfer,84014.6,Mobile App
TX01102,AC0420,2024-07-10,deposit,45482.08,ATM
TX01103,AC0194,2024-03-13,deposit,17965.96,Branch
TX01104,AC0313,2024-11-01,transfer,130900.28,Online
TX01105,AC0162,2024-08-05,deposit,28043.4,Online
TX01106,AC0064,2024-11-07,deposit,50101.89,Online
TX01107,AC0478,2024-11-21,withdrawal,66216.74,ATM
TX01108,AC0133,2024-09-12,withdrawal,72319.85,Mobile App
TX01109,AC0156,2024-10-04,withdrawal,102867.78,Branch
TX01110,AC0191,2024-11-01,withdrawal,90316.95,Branch
TX01111,AC0088,2024-02-19,withdrawal,80389.44,Branch
TX01112,AC0004,2024-09-07,deposit,145432.65,Branch
TX01113,AC0171,2024-06-27,withdrawal,15693.29,ATM
TX01114,AC0002,2024-05-07,transfer,19595.01,Online
TX01115,AC0485,2024-02-16,deposit,139429.71,Mobile App
TX01116,AC0122,2024-11-23,deposit,95179.45,Mobile App
TX01117,AC0254,2024-03-21,transfer,115973.93,Online
TX01118,AC0317,2024-06-26,withdrawal,106998.64,Branch
TX01119,AC0284,2024-06-15,deposit,27551.22,Branch
TX01120,AC0088,2024-12-14,withdrawal,21421.49,Branch
TX01121,AC0052,2024-07-26,deposit,146636.01,Branch
TX01122,AC0251,2024-07-07,deposit,67569.69,ATM
TX01123,AC0173,2024-01-27,deposit,54809.29,ATM
TX01124,AC0133,2024-08-17,transfer,46434.82,Mobile App
TX01125,AC0118,2024-07-06,withdrawal,53814.99,Online
TX01126,AC0153,2024-08-12,withdrawal,17264.18,Mobile App
TX01127,AC0061,2024-07-01,withdrawal,105498.01,Mobile App
TX01128,AC0103,2024-05-13,withdrawal,127187.1,Online
TX01129,AC0019,2024-06-19,withdrawal,73505.39,ATM
TX01130,AC0114,2024-04-09,deposit,79712.75,Mobile App
TX01131,AC0043,2024-02-05,withdrawal,36327.07,Online
TX01132,AC0219,2024-01-20,transfer,76151.13,Online
TX01133,AC0416,2024-10-12,deposit,53217.64,Online
TX01134,AC0246,2024-10-05,transfer,29846.74,Branch
TX01135,AC0424,2024-10-11,transfer,28001.2,ATM
TX01136,AC0161,2024-04-02,deposit,67052.97,Branch
TX01137,AC0210,2024-06-16,withdrawal,139024.04,Online
TX01138,AC0248,2024-09-19,deposit,15678.31,ATM
TX01139,AC0183,2024-08-05,transfer,28604.73,Branch
TX01140,AC0446,2024-07-14,transfer,13599.54,Mobile App
TX01141,AC0227,2024-07-12,deposit,89077.24,Mobile App
TX01142,AC0302,2024-02-03,withdrawal,34060.34,Mobile App
TX01143,AC0070,2024-10-27,withdrawal,133354.49,Mobile App
TX01144,AC0135,2024-06-23,deposit,91633.91,ATM
TX01145,AC0354,2024-01-19,deposit,7709.52,Branch
TX01146,AC0246,2024-04-26,deposit,79928.11,Online
TX01147,AC0427,2024-12-16,withdrawal,24977.01,ATM
TX01148,AC0277,2024-10-31,transfer,99703.88,Branch
TX01149,AC0464,2024-05-27,deposit,97757.39,Mobile App
TX01150,AC0142,2024-09-20,withdrawal,93078.35,Mobile App
TX01151,AC0299,2024-07-08,transfer,26019.14,Branch
TX01152,AC0422,2024-09-08,withdrawal,95448.86,Branch
TX01153,AC0387,2024-09-23,deposit,141844.45,ATM
TX01154,AC0432,2024-10-30,deposit,27282.94,ATM
TX01155,AC0226,2024-10-25,transfer,109803.65,ATM
TX01156,AC0420,2024-03-11,withdrawal,79558.03,Online
TX01157,AC0328,2024-11-07,transfer,134857.7,Mobile App
TX01158,AC0008,2024-06-17,withdrawal,137427.66,Branch
TX01159,AC0474,2024-06-17,deposit,118591.18,Online
TX01160,AC0218,2024-09-11,deposit,78699.31,Mobile App
TX01161,AC0268,2024-02-23,deposit,27742.67,Online
TX01162,AC0327,2024-01-16,withdrawal,79460.39,Branch
TX01163,AC0386,2024-08-10,deposit,116416.43,Online
TX01164,AC0313,2024-09-08,deposit,41627.79,Branch
TX01165,AC0296,2024-01-06,deposit,110814.33,Online
TX01166,AC0427,2024-02-23,transfer,70467.54,ATM
TX01167,AC0190,2024-06-10,deposit,84260.97,Mobile App
TX01168,AC0474,2024-08-04,withdrawal,33541.17,Branch
TX01169,AC0046,2024-11-17,withdrawal,111804.77,ATM
TX01170,AC0387,2024-08-25,deposit,115435.93,Branch
TX01171,AC0100,2024-03-05,transfer,3486.29,ATM
TX01172,AC0063,2024-10-21,withdrawal,118196.09,ATM
TX01173,AC0006,2024-05-07,deposit,127998.28,Mobile App
TX01174,AC0158,2024-03-09,withdrawal,52759.48,Online
TX01175,AC0371,2024-08-06,deposit,86308.18,Branch
TX01176,AC0424,2024-09-30,deposit,128410.0,ATM
TX01177,AC0022,2024-05-25,withdrawal,9618.98,Online
TX01178,AC0154,2024-04-18,transfer,31384.32,ATM
TX01179,AC0464,2024-06-24,transfer,31243.42,Mobile App
TX01180,AC0072,2024-08-13,deposit,32946.43,Branch
TX01181,AC0261,2024-11-02,transfer,85468.32,Online
TX01182,AC0181,2024-05-03,deposit,105795.02,Branch
TX01183,AC0279,2024-06-13,transfer,14006.96,Branch
TX01184,AC0231,2024-12-06,withdrawal,13349.26,Branch
TX01185,AC0441,2024-07-16,transfer,36291.61,Mobile App
TX01186,AC0291,2024-04-05,withdrawal,52334.24,ATM
TX01187,AC0052,2024-07-13,withdrawal,37291.85,ATM
TX01188,AC0338,2024-03-09,withdrawal,70994.75,Online
TX01189,AC0234,2024-01-15,deposit,81932.99,Mobile App
TX01190,AC0393,2024-11-28,transfer,61773.96,Branch
TX01191,AC0469,2024-05-07,withdrawal,26974.83,ATM
TX01192,AC0194,2024-05-10,withdrawal,10768.86,Mobile App
TX01193,AC0040,2024-01-18,deposit,93706.05,Mobile App
TX01194,AC0491,2024-06-14,withdrawal,50546.94,Branch
TX01195,AC0210,2024-05-15,deposit,146309.28,ATM
TX01196,AC0020,2024-04-06,deposit,20737.65,Online
TX01197,AC0005,2024-05-15,deposit,73247.66,Online
TX01198,AC0217,2024-03-09,deposit,39862.92,Branch
TX01199,AC0347,2024-05-18,transfer,17850.86,Online
TX01200,AC0304,2024-06-11,withdrawal,139021.47,Mobile App
TX01201,AC0295,2024-01-23,transfer,74546.92,Branch
TX01202,AC0356,2024-12-03,deposit,85665.34,Online
TX01203,AC0259,2024-10-01,withdrawal,140803.43,Mobile App
TX01204,AC0392,2024-05-18,withdrawal,113282.62,Branch
TX01205,AC0058,2024-12-27,withdrawal,124758.14,Branch
TX01206,AC0276,2024-08-20,deposit,126955.82,ATM
TX01207,AC0233,2024-05-16,withdrawal,3680.31,Mobile App
TX01208,AC0413,2024-10-10,deposit,118431.01,Mobile App
TX01209,AC0430,2024-05-18,deposit,30862.71,Online
TX01210,AC0303,2024-09-14,deposit,76334.94,Online
TX01211,AC0281,2024-08-28,transfer,97958.99,Branch
TX01212,AC0493,2024-09-19,withdrawal,109978.56,Online
TX01213,AC0208,2024-05-25,transfer,67701.32,Branch
TX01214,AC0049,2024-04-29,deposit,90953.91,ATM
TX01215,AC0483,2024-06-27,withdrawal,77141.34,Mobile App
TX01216,AC0497,2024-01-12,deposit,81970.19,Mobile App
TX01217,AC0069,2024-06-27,withdrawal,118234.88,ATM
TX01218,AC0474,2024-05-14,deposit,98453.71,Online
TX01219,AC0442,2024-04-29,deposit,91876.36,Branch
TX01220,AC0231,2024-08-24,deposit,1594.76,Branch
TX01221,AC0034,2024-01-11,deposit,106237.78,Mobile App
TX01222,AC0354,2024-10-29,withdrawal,15405.87,Online
TX01223,AC0082,2024-05-18,withdrawal,149675.68,Online
TX01224,AC0431,2024-10-09,deposit,9394.84,Mobile App
TX01225,AC0366,2024-11-11,withdrawal,15269.21,Online
TX01226,AC0074,2024-05-21,transfer,4710.11,Mobile App
TX01227,AC0078,2024-07-18,withdrawal,129899.75,Mobile App
TX01228,AC0105,2024-04-03,deposit,56292.55,Mobile App
TX01229,AC0432,2024-06-01,deposit,28235.56,ATM
TX01230,AC0136,2024-12-21,withdrawal,26272.51,ATM
TX01231,AC0056,2024-09-30,deposit,5799.18,Branch
TX01232,AC0196,2024-09-26,transfer,15332.91,Mobile App
TX01233,AC0111,2024-01-26,transfer,2293.88,Mobile App
TX01234,AC0230,2024-12-21,deposit,8885.54,Online
TX01235,AC0399,2024-01-18,deposit,89386.24,Online
TX01236,AC0201,2024-07-31,deposit,10976.73,Branch
TX01237,AC0101,2024-07-28,deposit,1991.47,Mobile App
TX01238,AC0244,2024-11-05,withdrawal,4988.75,ATM
TX01239,AC0254,2024-05-04,deposit,50363.98,ATM
TX01240,AC0014,2024-08-24,withdrawal,92492.72,ATM
TX01241,AC0098,2024-01-18,transfer,26163.94,ATM
TX01242,AC0056,2024-04-14,transfer,85172.56,Mobile App
TX01243,AC0453,2024-02-08,transfer,74594.33,Online
TX01244,AC0062,2024-01-13,withdrawal,47773.9,Branch
TX01245,AC0381,2024-07-27,deposit,149819.65,ATM
TX01246,AC0292,2024-03-26,deposit,71357.17,ATM
TX01247,AC0233,2024-05-11,withdrawal,37109.32,ATM
TX01248,AC0075,2024-04-25,withdrawal,44323.8,Online
TX01249,AC0095,2024-07-03,deposit,14380.02,Mobile App
TX01250,AC0008,2024-03-14,withdrawal,27572.02,Branch
TX01251,AC0387,2024-02-12,deposit,143175.3,ATM
TX01252,AC0299,2024-05-19,withdrawal,111415.22,Mobile App
TX01253,AC0409,2024-08-30,deposit,56686.23,ATM
TX01254,AC0107,2024-12-11,deposit,63389.61,Branch
TX01255,AC0162,2024-02-18,withdrawal,138480.91,Mobile App
TX01256,AC0210,2024-02-10,transfer,90600.35,Branch
TX01257,AC0369,2024-10-12,deposit,145591.45,Online
TX01258,AC0139,2024-06-25,withdrawal,87859.74,Branch
TX01259,AC0058,2024-07-14,deposit,20146.28,ATM
TX01260,AC0295,2024-12-07,deposit,48290.54,ATM
TX01261,AC0088,2024-08-08,transfer,149008.47,Branch
TX01262,AC0376,2024-11-06,transfer,38667.24,Mobile App
TX01263,AC0406,2024-09-20,transfer,19471.81,Mobile App
TX01264,AC0195,2024-01-31,deposit,75279.88,Branch
TX01265,AC0160,2024-08-21,withdrawal,4033.52,Online
TX01266,AC0225,2024-12-02,deposit,146519.74,ATM
TX01267,AC0293,2024-01-17,transfer,44090.6,Online
TX01268,AC0044,2024-08-11,withdrawal,7020.01,Mobile App
TX01269,AC0293,2024-09-27,withdrawal,59259.2,Online
TX01270,AC0427,2024-04-11,withdrawal,146957.29,Branch
TX01271,AC0277,2024-05-17,transfer,40927.64,ATM
TX01272,AC0259,2024-03-21,deposit,33988.22,Mobile App
TX01273,AC0164,2024-05-20,transfer,28530.0,ATM
TX01274,AC0087,2024-02-03,deposit,30295.63,Mobile App
TX01275,AC0352,2024-03-16,deposit,54212.3,Branch
TX01276,AC0001,2024-04-16,withdrawal,795.76,ATM
TX01277,AC0010,2024-10-07,transfer,37675.69,Branch
TX01278,AC0381,2024-12-31,transfer,68288.84,ATM
TX01279,AC0314,2024-01-03,deposit,77665.62,ATM
TX01280,AC0063,2024-05-09,deposit,61225.97,ATM
TX01281,AC0012,2024-10-23,deposit,57980.22,Online
TX01282,AC0421,2024-04-30,deposit,102983.89,Online
TX01283,AC0479,2024-08-21,transfer,111131.89,ATM
TX01284,AC0199,2024-01-05,withdrawal,45380.13,ATM
TX01285,AC0483,2024-10-07,transfer,72264.32,Branch
TX01286,AC0199,2024-05-05,deposit,8074.0,Branch
TX01287,AC0351,2024-04-22,withdrawal,65467.02,ATM
TX01288,AC0371,2024-05-05,transfer,12831.05,ATM
TX01289,AC0268,2024-02-13,withdrawal,14323.8,Branch
TX01290,AC0356,2024-05-12,withdrawal,75436.65,Branch
TX01291,AC0077,2024-01-10,withdrawal,95570.33,ATM
TX01292,AC0036,2024-07-04,withdrawal,48929.32,Online
TX01293,AC0143,2024-07-30,transfer,4980.71,Branch
TX01294,AC0193,2024-10-21,withdrawal,42865.84,Branch
TX01295,AC0442,2024-07-26,transfer,66521.7,ATM
TX01296,AC0049,2024-01-30,deposit,40415.99,ATM
TX01297,AC0415,2024-03-12,deposit,103463.39,Online
TX01298,AC0472,2024-03-11,withdrawal,77244.17,Branch
TX01299,AC0496,2024-01-01,deposit,144165.38,Mobile App
TX01300,AC0073,2024-01-18,withdrawal,75369.17,ATM
TX01301,AC0255,2024-05-14,withdrawal,135772.76,Mobile App
TX01302,AC0117,2024-07-02,withdrawal,62032.08,Online
TX01303,AC0487,2024-04-23,withdrawal,149363.99,ATM
TX01304,AC0005,2024-05-30,deposit,24340.82,ATM
TX01305,AC0396,2024-10-13,deposit,82973.24,Branch
TX01306,AC0055,2024-10-08,deposit,103149.49,ATM
TX01307,AC0322,2024-03-31,withdrawal,52219.76,ATM
TX01308,AC0147,2024-12-06,transfer,17606.13,ATM
TX01309,AC0032,2024-08-25,deposit,33249.96,Branch
TX01310,AC0219,2024-07-28,deposit,8540.42,Online
TX01311,AC0288,2024-05-04,deposit,69013.04,ATM
TX01312,AC0046,2024-03-30,withdrawal,147549.57,Online
TX01313,AC0291,2024-11-17,transfer,10762.25,ATM
TX01314,AC0065,2024-01-16,withdrawal,142002.33,Branch
TX01315,AC0006,2024-09-11,transfer,65566.32,Branch
TX01316,AC0115,2024-05-12,withdrawal,57584.43,ATM
TX01317,AC0497,2024-06-05,deposit,134128.13,Mobile App
TX01318,AC0215,2024-04-22,withdrawal,57731.49,ATM
TX01319,AC0055,2024-11-14,deposit,50268.0,ATM
TX01320,AC0188,2024-09-12,withdrawal,144623.81,Branch
TX01321,AC0252,2024-03-17,withdrawal,35614.33,Mobile App
TX01322,AC0043,2024-09-08,transfer,80446.33,Online
TX01323,AC0482,2024-06-11,deposit,112543.26,Online
TX01324,AC0423,2024-08-22,deposit,59439.04,ATM
TX01325,AC0261,2024-07-19,transfer,105687.06,Mobile App
TX01326,AC0479,2024-06-28,transfer,142929.18,Online
TX01327,AC0142,2024-02-09,transfer,132639.18,Mobile App
TX01328,AC0437,2024-10-06,transfer,76840.19,Branch
TX01329,AC0405,2024-11-15,withdrawal,71259.09,ATM
TX01330,AC0340,2024-03-22,deposit,96047.24,Branch
TX01331,AC0008,2024-01-19,transfer,146257.6,ATM
TX01332,AC0413,2024-09-18,withdrawal,75339.48,Mobile App
TX01333,AC0155,2024-03-15,deposit,35676.38,Branch
TX01334,AC0416,2024-04-17,withdrawal,8520.31,Mobile App
TX01335,AC0450,2024-07-12,deposit,142147.4,Online
TX01336,AC0045,2024-06-21,transfer,126599.76,Branch
TX01337,AC0084,2024-07-01,withdrawal,86437.39,Online
TX01338,AC0009,2024-07-23,withdrawal,120253.96,ATM
TX01339,AC0393,2024-03-04,deposit,100751.8,Mobile App
TX01340,AC0397,2024-04-10,deposit,79913.86,Mobile App
TX01341,AC0128,2024-01-02,transfer,35408.51,Online
TX01342,AC0173,2024-12-12,withdrawal,75316.2,Online
TX01343,AC0371,2024-02-03,withdrawal,88209.63,Mobile App
TX01344,AC0275,2024-01-12,transfer,61070.17,ATM
TX01345,AC0178,2024-02-20,deposit,148948.01,Online
TX01346,AC0047,2024-03-23,withdrawal,46994.81,Branch
TX01347,AC0043,2024-04-05,withdrawal,129546.88,ATM
TX01348,AC0363,2024-07-24,deposit,46987.83,Mobile App
TX01349,AC0003,2024-05-02,transfer,21770.5,Mobile App
TX01350,AC0028,2024-01-30,withdrawal,24891.77,Online
TX01351,AC0054,2024-10-31,transfer,82838.44,ATM
TX01352,AC0042,2024-02-15,withdrawal,5348.84,ATM
TX01353,AC0108,2024-06-01,transfer,122087.06,Online
TX01354,AC0055,2024-12-19,transfer,112257.01,Mobile App
